query,frequency,category_breakdown
"Looking for maruni orange cement, maruni black tube patch with free shipping, maruni black tire patch from japan with cash on delivery, and maruni black tire patch from japan model mr-10.

My budget is only `3572`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `3506`.
3. It provides a percentage discount of `14%` with a cap of `3047`.",1,Voucher:1
"Looking for jacketed telephone wires, a baby toy in 1pcs color option that supports cash on delivery, and Yamaha MIO sporty mags stickers in yellow white vinyl.

My budget is only `1404`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1074`.
3. It provides a percentage discount of `44%` with a cap of `679`.",1,Voucher:1
"Looking for a dashboard cover in carbon fiber leather for Hyundai Grand Starex, a steering wheel cover in black and red that supports cash on delivery, chewy tamarind candy in a box suitable for cupboard storage, and a set of 3 sunscreen sprays for all skin types with a moisturizing liquid formula, multi-pack, and normal skin compatibility.

My budget is only `860`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `444`.
3. It provides a fixed discount of `182`.",1,Voucher:1
Show me plastic lunch boxes with lids from b.box that cost over 300 pesos.,1,Product:1
Show me coin purses under 102 PHP in the (square 11x7.5) sitting in the corner color option.,1,Product:1
"Show me alloy necklaces without any stones or gems, priced under 52 PHP.",1,Product:1
"Looking for aircon capacitor with 17+2.5uf dual rating, priced under 392 pesos.",1,Product:1
"Looking for wireless earphones with noise isolating capability, low energy usage between 1 and 500, operates on 5v input, and costs more than 14 pesos.",1,Product:1
"Looking for a black shock-resistant back cover for vivo 1811 under 159 pesos, compatible with vivo phones.",1,Product:1
"Looking for a clay & dust car polish, specifically a medium detailing clay bar.",1,Product:1
"Find a shop offering these three items: First, a men's vest in black, size medium, with LazMall service and priced above 12 PHP. Second, a men's bucket hat in light green, one size, made of polyester, with a plain pattern and casual style, priced between 348 and 465 PHP. Third, a men's jacket in dark blue, size 5XL, single breasted closure, from the Fuguiniao brand, made of denim, with full sleeves, suitable for spring, and priced from 349 to 1456 PHP.",1,Shop:1
"Find shops offering a multi-pack of cotton pads from a mass brand, priced above 20 pesos. Also, look for a moisturizing body lotion in lotion form, available with cash on delivery, and costing more than 152 pesos. Additionally, search for a whitening bar soap under 195 pesos.",1,Shop:1
"Find shops offering phone cases that match these: First, a blue TPU case for Huawei Nova 5T, compatible with Huawei, priced under 202 PHP. Second, a camouflage shockproof case for Samsung A25 5G or A05S 4G, with a nature theme, for less than 185 PHP. Third, a green case with built-in stand for Oppo A16, nature-themed, under 100 PHP. Lastly, a black TPU case for Oppo A94, compatible with Oppo, under 201 PHP. Show only shops selling all these types of phone cases.",1,Shop:1
"Find a shop offering a sticker booklet under 168 PHP, a mini water gun toy pad above 128 PHP with cash on delivery, and assorted pogs (1 kilo) for less than 277 PHP.",1,Shop:1
"Find shops offering multiple items where: one is a squishy toy in white, ships for free, and costs under 285 PHP; another is a squishy toy in white, priced above 5 PHP; a third is a bread squishy toy with cash on delivery available and costs less than 214 PHP; and the last is a cookie squishy toy in neo bright color, priced from 24 to 72 PHP.",1,Shop:1
"Find shops offering both a motor switch and a bobbin winder for sewing machines, where the motor switch comes with complimentary shipping and costs above 14 PHP, and the bobbin winder is priced over 4 PHP.",1,Shop:1
"Find shops offering both a turret-style security camera with night vision, universal plug, 12v input, and priced between 1287 and 3309 PHP, as well as a smart bulb with 9-watt power, 220v input, energy use up to 500, and costing under 235 PHP.",1,Shop:1
"Looking for a shop offering both a whitening lotion with vi̇tami̇n e, sold as a single item in regular size, priced above 101 PHP, and a spa salt product priced between 151 and 328 PHP. Please show stores that have both these items available.",1,Shop:1
"I'm looking for an acrylic holder, a green auto cleaning brush, and a set of 5pcs water or juice glasses from oem.

My budget is only `214`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `188`.
3. It provides a percentage discount of `40%` with a cap of `145`.",1,Voucher:1
"Looking for headlight bulbs compatible with h3 car headlights, featuring a white light at 6500k color temperature, suitable for use as tail lights, and from the c6 led brand. Also interested in a compact charger for 2s-3s lithium batteries, supporting 7.4v and 11.1v, ideal for RC toys or home use.

My budget is only `227`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `229`.
3. It provides a percentage discount of `42%` with a cap of `207`.",1,Voucher:1
"Looking for a cockroach bait in black color, single pack, eco-friendly and comes in a pack. Also interested in a toilet brush multipack that comes in a bottle for cleaning bathroom tiles. Additionally, searching for a foam mattress sized 72x78x6 with a high-density foam cushion layer and hypoallergenic properties.

My budget is only `6754`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `5212`.
3. It provides a fixed discount of `628`.",1,Voucher:1
"I'm looking for a single pack of cashew nuts and a moisturizing lotion for hands or feet from Derm Options.

My budget is only `1441`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `319`.
3. It provides a percentage discount of `15%` with a cap of `48`.",1,Voucher:1
"Looking for a gooseneck microphone, model tr-988. Also searching for a red tail lamp for Honda City. Interested in 3D Fish JESUS stickers in blue or gold, with cash on delivery available. Lastly, need a traditional aluminium pot set.

My budget is only `2953`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `622`.
3. It provides a fixed discount of `175`.",1,Voucher:1
"Looking for medium roast decaf coffee beans, whole bean type, in a 500g pack. Also searching for a screen protector compatible with Samsung J1.

My budget is only `389`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `170`.
3. It provides a percentage discount of `21%` with a cap of `96`.",1,Voucher:1
"Show me rejuvenating sets for oily skin that are hydrating, serums with collagen for fading dark spots and brightening, and single item whitening sets for dry skin.

My budget is only `743`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `342`.
3. It provides a fixed discount of `64`.",1,Voucher:1
"Show me suzuki brand decals in magenta for suzuki motorcycles.

My budget is only `758`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `719`.
3. It provides a fixed discount of `358`.",1,Voucher:1
"I'm looking for a guyker brand guitar accessory in 14in color, and also a set of two white portable mini fans with free shipping.

My budget is only `529`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `437`.
3. It provides a fixed discount of `46`.",1,Voucher:1
"Looking for a square paper box set with 25 pieces, priced under 88 pesos.",1,Product:1
Show me eye cream products in the 4 bottles variant that cost more than 17 PHP.,1,Product:1
"Looking for boys clothing in khaki, size 120cm, with a lapel collar, from oem brand, suitable for casual wear, free shipping, and under 201 PHP.",1,Product:1
"Show me premium men's fragrance products from prescripto with the rx82 scent, 60 ml bottle, and priced above 3 PHP.",1,Product:1
"Looking for a white regular-fit shirt in XXL with an o-neck and short sleeves, made from high-quality cotton, priced between 194 and 343 PHP.",1,Product:1
Looking for white magnesium chloride flakes in a single pack that are soothing for the body and made with magnesium chloride flakes. Product type: bath salt.,1,Product:1
Show me charging port boards for ZTE with a cost above 124 PHP.,1,Product:1
"Looking for a purple (a1+film) phone case for tecno kl4h with a built-in screen guard, compatible with tecno phones, and priced under 240 PHP.",1,Product:1
"Find shops offering these products: 1) A kitchen sink sized 80cm by 45cm, in black, with a stainless steel finish and a pull-out faucet, priced under 8065 PHP. 2) A solar-powered LED tower-type traffic light, color family 9v 8ah, for less than 5351 PHP. 3) A memory foam seat cushion in grey and black1, with a patterned design, model 0dum3, under 678 PHP. 4) A food waste disposer for the kitchen, costing more than 3893 PHP.",1,Shop:1
Find shops offering multiple items where: one is a blue multipack bundle with a price above 138 PHP; another is a samurai paint brand liquid paint priced between 38 and 355 PHP; a third is a samurai paint brand paint spray with free shipping and under 536 PHP; and a fourth is a spray paint with a price over 20 PHP. All items should be in the paint category.,1,Shop:1
"Find shops offering maxi dresses made of nylon spandex with a plain pattern, v-neck, and maxi length for under 142 PHP; also maxi dresses in cotton, regular size, freesize color, priced between 28 and 166 PHP; plus shoe covers for kids (girl, 4-7 inch) under 27 PHP.",1,Shop:1
"Find shops offering throttle sensor products where: the first item allows cash on delivery and costs under 1134 PHP; the second item is priced below 768 PHP; the third item is a daewoo make, includes product with services, has model attributes_model, and costs more than 244 PHP; and the fourth item is available for less than 754 PHP.",1,Shop:1
"Find shops offering a dish rack with one tier, made of polypropylene, from the brand upsen, and priced above 59 PHP; an ergonomic gaming chair in pulley-black, with high back, armrests, and mesh lumbar support; a tent cover in 2x2m red, made with carbon fiber poles, from the brand we, and priced between 25 and 338 PHP; and a wooden desk in walnut color (100*50*74cm), featuring a keyboard tray, and costing more than 595 PHP.",1,Shop:1
"Find a shop offering both a cotton casual t-shirt in xxs size, white color, with a graphic print, and another casual t-shirt in xl size, red color, short sleeves, round-neck, printed design, and priced above 78 pesos. Both should be in the t-shirt category.",1,Shop:1
"Looking for a shop offering these items: a white omni brand emergency light with model ael t30; a powerpoints type omni aircon tandem outlet priced below 165 pesos; and an omni brand electrical tape, et 4m red variant, with electrical tape adhesive, costing more than 8 pesos.",1,Shop:1
"I'm looking for a shop that offers these items: First, a travel size cream for combination skin from Skinmate, priced under 126 PHP. Second, a single pack moisturizing soap for normal skin, also travel size, from Skinmate, with a price above 61 PHP. Third, a single pack whitening soap for normal skin, from Skinmate, with mass brand classification, whitening ingredients, free shipping, and costs more than 31 PHP.",1,Shop:1
"Find shops offering a chrome center stand spring compatible with universal motorcycle models and made by yamaha mio, priced above 63 PHP, as well as a bajaj brake pedal spring replacement part.",1,Shop:1
"Find shops offering photo paper with 210 gsm and under 82 pesos, a green reversible white board sized 7x10 inches from hbw, and index cards in 3x5 color family with 4x6 type.",1,Shop:1
"Find metal snap fasteners, a stainless steel trash can with a foot pedal in size gf8-50l(champagnegol) and bag capacity between 30 and 34 liters, a gold shockproof phone case for OPPO A74 4G with airbag corners, and a soft squishy toy for stress relief.

My budget is only `2979`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `423`.
3. It provides a fixed discount of `137`.",1,Voucher:1
"Looking for virbac supplements for all life stages. First, I want a 4ml megaderm sachet pack (expiring Feb 2026) with 28 pieces in a box. Next, I'm interested in a nutriplus gel for cats, 120g, that comes with free shipping and cash on delivery. Lastly, I need a virbac nutriplus gel (10-pack, expiring Sep 2026), made in France, also with cash on delivery. Please show options from the virbac brand.

My budget is only `2045`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `605`.
3. It provides a percentage discount of `34%` with a cap of `550`.",1,Voucher:1
"Looking for a charging cable with universal plug and USB2 data speed up to 480mbps, a pneumatic hose in 3m color family, and a set of 100 metallic balloons in red, suitable for unisex kids aged 7 months or older.

My budget is only `229`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `97`.
3. It provides a fixed discount of `45`.",1,Voucher:1
"I'm looking for skinny slacks in charcoal grey, size EU 33, with a skinny fit. Also, I want a unisex jacket suitable for winter with full sleeves and cash on delivery available. Next, I need a waterproof bomber jacket in navy blue, size medium, with a zipper closure, plain design, full sleeves, and suitable for all seasons. Lastly, I'm searching for garterized slacks in black, waist size 46, full length, made from palm beach fabric, originating from the Philippines, and offering free shipping.

My budget is only `1650`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `823`.
3. It provides a fixed discount of `254`.",1,Voucher:1
"I'm looking for women's platform sandals in size 39, color white, and also need a waterproof sealing strip for the bathtub or kitchen that uses double-sided tape.

My budget is only `133`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `161`.
3. It provides a fixed discount of `47`.",1,Voucher:1
"Looking for an elegant pink shift dress in XL with a long lace design, off-shoulder neckline, and long sleeves. Also searching for a rechargeable LED flashlight. Interested in a premium diecast car collectible under 5 inches, without protector, suitable for kids 3+ years, from Hotwheels, for collectors. Lastly, want a brown ribbed knit top with button-down collar, plain pattern, free size, and short sleeves.

My budget is only `1499`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `737`.
3. It provides a percentage discount of `10%` with a cap of `451`.",1,Voucher:1
"Show me USB-C cables with a data transfer speed of up to 480 Mbps.

My budget is only `455`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `691`.
3. It provides a percentage discount of `43%` with a cap of `626`.",1,Voucher:1
"Looking for a quiet book in melody 18*18cm color, toy story brand, suitable for kids 3 years and older, unisex, with 5v input, 5000+ power usage, US plug, and cash on delivery. Also searching for a spray paint in 1039 gloss black, bosny brand, available as a bundle. Need a phone case for samsung a54 5g, blue color, made of PU leather, flip wallet style, fits samsung galaxy series. Lastly, want red envelopes, 12pcs hello kitty 3 color, model ht380386.

My budget is only `366`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `350`.
3. It provides a percentage discount of `34%` with a cap of `203`.",1,Voucher:1
"Looking for a black phone case compatible with Xiaomi, specifically for the redmi a3 model.",1,Product:1
"Looking for kids socks in grey, sized for 1-3 years old, weighing around 60 grams, made from soft combed cotton, and priced under 422 PHP.",1,Product:1
"Looking for circular saw accessories like blade rings that fit circular saw blades, priced under 98 PHP.",1,Product:1
Looking for multi-colored ink for Canon printers priced above 99 PHP,1,Product:1
Looking for an affordable bracelet made of alloy with a pearl as the main stone.,1,Product:1
"Looking for a book bag in astronaut color with a cartoon design, that comes with free delivery and supports cash on delivery.",1,Product:1
"I'm looking for a shop that offers both of these: First, a kocotree brand schoolbag for kids. Second, a green student bag that's waterproof, comes with free shipping, supports cash on delivery, and is priced above 762 PHP. Can you help me find a store selling both types of backpacks?",1,Shop:1
"Find a shop offering both an inner tube for TMX125 Alpha and a speedometer cable for Yamaha, with the cable priced under 107 PHP.",1,Shop:1
"Find a shop offering a brim hat made of fabric and a long-sleeve street sweeper uniform with a simple, plain design, priced under 70 pesos.",1,Shop:1
"Find shops offering both a women's tank top and a casual top. For the tank top, look for black (2 pieces), medium size, regular fit, made of cotton spandex, and priced under 275 PHP. For the casual top, search for black (2 pieces), medium size, plain pattern, and priced below 260 PHP.",1,Shop:1
"Looking for a shop offering a car air freshener with a marine squash scent, and also selling dishwashing liquid sticker labels for 1 gallon bottles, strawberry fragrance, sticker label packaging, and priced above 36 pesos.",1,Shop:1
"Find shops offering watches where one is a skmei brand with a dial size below 25 mm, shockproof, stainless steel band, Japanese quartz movement, and 30m water resistance; and another is a blue-strap watch with a rubber band, digital movement, stopwatch function, 45mm dial, 50m water resistance, and costs under 651 PHP.",1,Shop:1
"Looking for a shop offering both a dark blue cap or hat accessory for glass vials with cash on delivery, priced between 453 and 819 PHP, and a silver aluminum crimp seal cap with PTFE/blue silicone septa, under 1449 PHP. Both should be in the vial accessories category.",1,Shop:1
"I'm looking for a shop that offers both of these: First, a cycling bottom in nude, black, and white colors, made of spandex, suitable for cycling activities, and priced between 67 and 145 pesos. Second, a women's swimwear set in brown, size XL, with a plain pattern, and the price should be from 47 to 363 pesos. Please show me shops that have both these items.",1,Shop:1
"Find a shop offering both a camera gimbal stabilizer for DSLR/mirrorless cameras in the combo package color option, and a smartphone gimbal stabilizer with standard package color, 3-axis, from zhiyun brand, that includes free shipping, supports cash on delivery, and costs under 8370 PHP.",1,Shop:1
"Looking for a car charger that supports qi wireless charging and uses a type c connector. Also interested in a lawn mower accessory, specifically a throttle switch assembly in the honda side hanging left hand handle color option.

My budget is only `812`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `204`.
3. It provides a fixed discount of `96`.",1,Voucher:1
"Looking for a blue large closet organizer with various size and color options, a Seagate brand portable external hard drive, and a black camping water container with wheels.

My budget is only `2947`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `792`.
3. It provides a fixed discount of `115`.",1,Voucher:1
"I'm looking for sgb herbs tea, a blue polycarbonate protective case for Microsoft Surface Pro, a 1box color soft bristle toothbrush set, and a black scece digital men's watch. Can you help me find these items?

My budget is only `1562`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `1125`.
3. It provides a fixed discount of `277`.",1,Voucher:1
"I'm looking for a washing machine in blue that supports cotton wash cycles, and also a countertop blender with a glass jug, 1.5L jug size, 2L capacity, and 350W power usage.

My budget is only `4028`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `721`.
3. It provides a percentage discount of `27%` with a cap of `255`.",1,Voucher:1
Show me fabric or glass paint options under 361 pesos.,1,Product:1
Looking for bamboo kitchen stirrers priced from 15 to 29 pesos.,1,Product:1
Looking for a brown pvc door pad under 86 pesos that allows cash on delivery.,1,Product:1
"Looking for a men's polo shirt in creamy white (not plain white), size 3XL, with a youthful style for summer. Please show options priced above 568 PHP.",1,Product:1
"Looking for a large pack of mix biscuit with low sugar content, priced between 222 and 1292 pesos.",1,Product:1
Show me red quick throttles for Yamaha universal bikes that cost over 100 pesos.,1,Product:1
Show me Montessori toys priced above 40 pesos.,1,Product:1
"Show me casual Swiss Polo sling bags in black, made from PU leather, model HML 23052, priced above 654 PHP.",1,Product:1
"Looking for rectangle yellow stickers, 7 inches, set of 2, under 104 PHP.",1,Product:1
"Looking for a shop offering these items: a rearview mirror with a clear lens, universal fit for motorcycles, just the product (no extra services), and priced under 366 PHP; a handle switch compatible with Honda Click, make is smart, and costs more than 135 PHP; cycling sunglasses in color family 'd', priced above 49 PHP; and a pair of mini driving lights (model: 2pcs mini lights+swi), universal for motorcycles, under 85 PHP. Please show shops that have all these products.",1,Shop:1
"Find a shop offering both a pink silicone piping bag for cake decorating and a single-piece stainless steel piping tip, made from stainless steel, with free delivery and priced under 55 PHP.",1,Shop:1
"Find shops offering phone cases that match these preferences: For the first product, I want a case for samsung a03s/a02s in the #y3 color, with a shockproof feature, made from hard pc, with a pattern theme, and priced above 18 PHP. For the second, I'm looking for a case for iphone x/xs in #y2 color, compatible with apple, with a cute & sweet theme, from nobrand, available for cash on delivery, and priced between 14 and 97 PHP. For the third, I need a case for realme c33 in #y4 color, compatible with realme, and it's a case type. For the fourth, I want a case for redmi note 9 pro/9s in #y2 color, made of soft tpu, with a cute & sweet theme, from nobrand, model redmi, case type, and under 89 PHP. Show me shops that sell all these kinds of phone cases.",1,Shop:1
"Find shops offering a brown casual card holder purse for women priced above 58 PHP, and also selling a yellow plain nylon chest bag (model h8283) for unisex, suitable for casual use, with free shipping and costing less than 160 PHP.",1,Shop:1
"Find shops offering both a hair straightening cream priced under 437 PHP and a set of sectioning clips for hairdressing that costs more than 63 PHP, with the clips available with complimentary shipping. Focus on the main categories: hair care and hair accessories.",1,Shop:1
"Find shops offering water bottles where one has a 22oz capacity and costs more than 139 PHP, another is a violet 32oz bottle made from 304 stainless steel, and a third is a grey 32oz bottle priced below 355 PHP.",1,Shop:1
"Find shops offering jewelry items where one product has a warranty code jm-459, comes in a golden color, and costs under 757 PHP, and another product is made of copper, has a geometric model, and is priced below 992 PHP.",1,Shop:1
"Looking for a shop offering a Haier fridge with adjustable racks, no frost cooling, under 20848 PHP, and a Haier washing machine with quick wash, 700 rpm spin, inverter tech, model hwm85-b326b, priced below 18599 PHP.",1,Shop:1
"I'm looking for a clear base coat from Orly, a Vanity threading thread, a multi-pack of Luxe Organix anti-aging serum lotion that's paraben-free, and a clear topcoat. Can you help me find these products?

My budget is only `2191`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `671`.
3. It provides a fixed discount of `289`.",1,Voucher:1
"I'm looking for a white pots and pans organizer from bodybuy.net that comes with a lid. Also, I need a tile red rain or shine brand concrete floor paint in a 1 liter size, with a low sheen finish and quick drying feature, preferably in the rain or shine color tone.

My budget is only `451`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `399`.
3. It provides a fixed discount of `198`.",1,Voucher:1
"Looking for a nail polish in cherry red shade from the red color family, quick drying and long lasting. Also searching for a blue casual dashiki with short sleeves, one size fits all, and available for cash on delivery.

My budget is only `148`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `138`.
3. It provides a percentage discount of `17%` with a cap of `125`.",1,Voucher:1
"I'm looking for a black umbrella made of pongee, model 3135, in the umbrella category. Also, I want a summer raincoat with a hood, designed for sporty or street style. Additionally, I'm interested in an automatic umbrella with a star pattern, available in random colors, one size, crafted from satin, suitable for all seasons. Lastly, I need a white automatic sunscreen umbrella.

My budget is only `1520`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `290`.
3. It provides a fixed discount of `80`.",1,Voucher:1
"Show me brown 132 trays with cash on delivery available, priced above 38 PHP in the food tray category. cod",1,Product:1
"Looking for a black OEM strap and case for Galaxy Watch 5 or 4 (44mm), under 249 pesos.",1,Product:1
Looking for cute anime brooch in color option 1,1,Product:1
"Show me plastic storage boxes in a traditional style, with two white layers, a lid, and priced under 289 pesos.",1,Product:1
"Show me unisex gold watches by poshi with a square case, stainless steel strap, and gold black strap color, priced from 205 to 497 PHP.",1,Product:1
Show me red motorcycle brackets under 181 PHP.,1,Product:1
Show me nude cargo pants for women under 144 PHP.,1,Product:1
"Show me light brown leather watch bands for Huawei GT 3 Pro 46mm, compatible with Huawei Watch GT 3 Pro 43mm, and priced above 22 PHP.",1,Product:1
"Find a shop offering a round Seiko 5 watch with a black dial, branded and authentic, supports cash on delivery, and costs over 536 PHP. Also, look for a round, gold Seiko 5 watch with a silver color, waterproof feature, automatic movement from Japan, 38mm dial, for women, and branded and authentic. Additionally, search for a pink kids umbrella with a classic style, suitable for all seasons, and priced above 19 PHP. official cod",1,Shop:1
"Looking for a shop offering black shoes for kids and ladies. For the first item, I need size EU 36, black color, suitable for children aged 6 to 10, and must support cash on delivery. For the second item, I want black shoes for kids, size EU 28, type should be shoes, and the price should be under 133 pesos. cod",1,Shop:1
"Looking for a shop offering these items: First, men's cargo shorts in green, size EU 32, with a plain design, elastic waist, casual style, and priced under 545 PHP. Second, men's skinny jeans in dark blue, size EU 31, with a skinny fit, full length, regular waist, and a light wash. Third, women's plus size skinny jeans in black, size EU 35, ankle length, elastic waist, made from cotton linen, and comes with free shipping. Lastly, men's cargo pants in grey, size EU 35, full length, regular fit, cargo pattern, and priced above 51 PHP.",1,Shop:1
"Find a shop offering these items: First, a 4-stroke scooter oil with a price above 81 PHP. Second, a throttle body for a mio i 125 32mm scooter, from the rs8 brand, priced between 937 and 5166 PHP. Third, a set of 4.5mm valve seals (4 pieces) from rs8, for products only, costing less than 144 PHP.",1,Shop:1
Find shops offering products in the 'patches' category where: one item has color_family '8' and costs over 24 PHP; another has color 'db0035ct' and is priced between 167 and 302 PHP; and a third features color_family 'tiger 6' with a price below 293 PHP.,1,Shop:1
"Find shops offering sleepwear sets for women in large size, color #4 kuromi, with a floral pattern, suitable for females, and priced under 319 PHP. Also, look for kids' silk satin pajama sets for boys in color #3, size 6-7 years, with cartoon prints, ideal for summer, and costing less than 527 PHP. Additionally, search for women's loungewear sets in extra large, color #14, with striped patterns, size class l/xl or l, made from milky cotton, and under 334 PHP. Lastly, include women's sleepwear sets in medium, color #7, with floral designs, and priced above 90 PHP.",1,Shop:1
"Find a shop offering multiple products in the pillows category where: For the first item, the size is 11x11 inches, shape is standard, filled with cotton, supports cash on delivery, and costs under 51 PHP. For the second, the size is 5x5 inches, filled with microfiber, and priced below 74 PHP. For the third, the height is 8 inches, shape is bolster, made from 100% cotton, filled with cotton, model year is 2025, suitable for both boys and girls, for kids, length is 16 inches, and the price is between 63 and 128 PHP. cod",1,Shop:1
Find shops offering a wig in color b1 under 1137 PHP and a classic Halloween costume for adults under 1200 PHP.,1,Shop:1
"Find shops offering molded case circuit breakers from the brand mircoe with 3p 125a specification, priced below 1927 PHP, and also selling load-type electric contactors with model sc-03-11a, each under 707 PHP.",1,Shop:1
"Show me Honda swing arm bushing from LazMall, Honda valve seal steam by honda, Honda torque drive oil seal for honda bikes with free shipping and LazFlash deals, and Yamaha sniper 135 speedometer gear box for motorstar sniper 135. I'm looking for these motorcycle parts.

My budget is only `720`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `681`.
3. It provides a fixed discount of `205`. official",1,Voucher:1
"I'm looking for a gajah tunggal truck tire and also a set of 10 stainless steel spring bars for a smartwatch strap, size 18mm, with free shipping and cash on delivery options.

My budget is only `5630`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `3691`.
3. It provides a percentage discount of `13%` with a cap of `1331`. cod",1,Voucher:1
"I'm looking for some jewelry items. First, a silver bangle for women that's one size, made of sterling silver plated material, and doesn't have any gemstones. Next, a trendy women's necklace with a butterfly knot pendant, about 80 cm long, in a silver color, featuring rhinestones as the main stone and material. Also, a silver bracelet for women that's around 25 cm in length. Lastly, a high-quality gold-plated necklace for women with a frosted flower pendant, where the main stone is gold, and I'd like it to come with free shipping and cash on delivery options.

My budget is only `251`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `127`.
3. It provides a fixed discount of `16`. cod",1,Voucher:1
"Looking for a lunch box in blue (4 layers) that's space-efficient, a plastic ice cube tray with a manual opener, a lightweight brown kids chair that's easy to carry, and an egg holder container set with a 4700 ml capacity.

My budget is only `885`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `458`.
3. It provides a fixed discount of `164`.",1,Voucher:1
"Show me wooden ref covers in mocha color with a minimalist style, valancer curtains sized 60 by 15 made from pure cotton, and deep blue sheer curtains that are 152 cm wide and 372 cm long with sheer features.

My budget is only `230`, but I have a voucher with the following rules:
1. The voucher only applies to the products from the same shop.
2. It is valid only when the total price of the products exceeds `195`.
3. It provides a percentage discount of `25%` with a cap of `133`.",1,Voucher:1
"I'm looking for some pink balloons for a baby's first birthday, a black storage bag for airline headset accessory kits, a deep blue henna shampoo bar as a single item, and a golden yellow bottle brush plant from the no brand label. Can you help me find these products?

My budget is only `553`, but I have a voucher with the following rules:
1. The voucher applies to all products.
2. It is valid only when the total price of the products exceeds `284`.
3. It provides a fixed discount of `89`.",1,Voucher:1
"Looking for a yellow off shoulder maxi dress in XL, regular fit, with short sleeves, Korean style, and priced between 23 and 218 PHP.",1,Product:1
"Looking for a pouch with a pink polka dot design, suitable for any occasion, and priced under 7 PHP.",1,Product:1
"Looking for plug connectors for cars, specifically 5 sets of female type, compatible with models dj7025y-0.6-11 or dj7025y-0.6-21, and priced between 9 and 205 PHP.",1,Product:1
"Show me duster dresses with a graphic print in XL size, priced under 520 pesos.",1,Product:1
Show me liquid glue products that cost more than 11 pesos.,1,Product:1
"Show me a black crossbody bag with a simple pattern, trendy style, and suitable for everyday use.",1,Product:1
"Looking for a Nintendo Switch adventure and action game compatible with Nintendo consoles, made by Nintendo, and priced under 7968 PHP.",1,Product:1
Show me regular fit plain white cotton t-shirts under 217 pesos.,1,Product:1
"Looking for a laptop sleeve in 13-14inch size, color 1pcblue, suitable for macbook, and priced above 365 PHP.",1,Product:1
"Looking for bouncy balls suitable for children, priced under 415 PHP?",1,Product:1
"Looking for a shop offering sandwich bags with no leaks, pack of 100, priced above 19 pesos, and also selling fine ball pens in khaki color, priced between 21 and 90 pesos.",1,Shop:1
